id,realSum
36849,220.92795
36850,184.3299
36851,138.19746
36852,552.5077
36853,202.85443
36854,146.15353
36855,201.5513
36856,96.64155
36857,327.5275
36858,273.0864
36859,207.59985
36860,316.8953
36861,405.57953
36862,209.4328
36863,179.01126
36864,227.53226
36865,239.70416
36866,121.32082
36867,136.66988
36868,169.08304
36869,283.0579
36870,258.09708
36871,156.79903
36872,146.91353
36873,268.67258
36874,309.66632
36875,246.67087
36876,196.08284
36877,325.28607
36878,252.64917
36879,99.606995
36880,156.9523
36881,93.96793
36882,369.50394
36883,532.4117
36884,122.84594
36885,149.60541
36886,248.29233
36887,178.5022
36888,432.1223
36889,139.92984
36890,210.16417
36891,180.19978
36892,941.73694
36893,369.7257
36894,263.88394
36895,442.72662
36896,158.65067
36897,404.14374
36898,133.96796
36899,129.64133
36900,384.5386
36901,135.92203
36902,127.58354
36903,254.06033
36904,102.02986
36905,242.85469
36906,149.7039
36907,493.40656
36908,183.11612
36909,264.8848
36910,221.54523
36911,304.41327
36912,152.62784
36913,129.73088
36914,99.230156
36915,130.69434
36916,166.3885
36917,219.50394
36918,210.07346
36919,198.86426
36920,96.382515
36921,536.61707
36922,142.26628
36923,132.32977
36924,122.766365
36925,185.7954
36926,109.690186
36927,207.92825
36928,159.45506
36929,181.318
36930,277.98297
36931,762.40796
36932,108.28787
36933,153.34933
36934,166.88722
36935,129.5552
36936,201.45425
36937,369.9089
36938,227.3449
36939,329.39822
36940,165.05998
36941,144.50658
36942,137.62769
36943,814.10754
36944,192.35922
36945,114.468765
36946,210.73172
36947,149.06712
36948,236.88037
36949,197.92337
36950,172.37262
36951,180.68646
36952,99.61836
36953,226.69557
36954,117.81253
36955,125.119545
36956,141.79813
36957,261.6581
36958,162.51547
36959,138.18924
36960,155.06877
36961,90.67398
36962,180.21474
36963,117.07543
36964,208.1997
36965,114.1933
36966,339.815
36967,128.32912
36968,136.45924
36969,371.44638
36970,490.8569
36971,371.83923
36972,473.2613
36973,194.67581
36974,254.14061
36975,1968.1565
36976,285.3113
36977,117.37591
36978,306.85226
36979,236.06836
36980,139.20789
36981,255.85078
36982,201.32127
36983,179.87857
36984,140.7068
36985,299.49524
36986,146.85416
36987,414.50208
36988,254.87613
36989,133.44908
36990,93.827065
36991,211.32924
36992,305.08466
36993,153.33351
36994,170.55356
36995,146.59077
36996,233.3491
36997,693.1558
36998,184.22812
36999,210.81007
37000,257.55847
37001,1104.9164
37002,162.88382
37003,373.41095
37004,635.7339
37005,115.744446
37006,242.90283
37007,894.3874
37008,248.56837
37009,590.9939
37010,221.51913
37011,148.17004
37012,130.4474
37013,192.11081
37014,261.77524
37015,308.9725
37016,562.1334
37017,212.74786
37018,399.31848
37019,139.58807
37020,177.7624
37021,182.03934
37022,185.85196
37023,605.1019
37024,165.61583
37025,176.92883
37026,402.9699
37027,408.96033
37028,290.94867
37029,177.28229
37030,159.43011
37031,182.52788
37032,434.6659
37033,639.44727
37034,328.23444
37035,184.48611
37036,101.790634
37037,241.74165
37038,188.43532
37039,248.14473
37040,86.44418
37041,155.51854
37042,225.41768
37043,258.8512
37044,137.66615
37045,225.63274
37046,236.4751
37047,300.4466
37048,478.76776
37049,108.27203
37050,128.80348
37051,403.55148
37052,175.50452
37053,324.40433
37054,407.60257
37055,158.6687
37056,159.08601
37057,112.88737
37058,169.25537
37059,148.6411
37060,142.55698
37061,200.10281
37062,172.56313
37063,219.95746
37064,205.94908
37065,148.31885
37066,217.9232
37067,632.11743
37068,189.79521
37069,181.63933
37070,629.0792
37071,320.2434
37072,90.56244
37073,448.72568
37074,150.40091
37075,265.99774
37076,304.3406
37077,122.718216
37078,112.70152
37079,252.17911
37080,180.0028
37081,123.107414
37082,194.8541
37083,151.0071
37084,652.79
37085,142.57812
37086,516.95825
37087,202.44754
37088,295.26862
37089,497.74493
37090,145.85016
37091,152.54669
37092,155.79135
37093,350.4816
37094,205.86256
37095,457.3968
37096,163.84573
37097,119.83667
37098,203.87198
37099,435.81372
37100,101.464714
37101,308.44632
37102,265.6053
37103,419.7699
37104,83.750374
37105,178.40251
37106,156.79053
37107,255.22618
37108,296.04013
37109,195.26096
37110,208.78519
37111,126.67838
37112,213.43858
37113,553.74475
37114,318.4434
37115,309.0952
37116,115.90221
37117,157.19417
37118,173.75574
37119,276.35373
37120,448.016
37121,168.99498
37122,176.65863
37123,255.39839
37124,130.886
37125,187.33209
37126,191.02545
37127,335.41196
37128,266.3212
37129,144.34868
37130,390.75882
37131,141.48268
37132,943.8481
37133,196.49254
37134,149.19676
37135,277.16138
37136,221.16757
37137,122.37741
37138,342.5031
37139,235.65114
37140,69.86317
37141,145.62186
37142,210.50044
37143,133.21912
37144,552.84375
37145,146.34235
37146,208.09819
37147,162.35524
37148,197.21588
37149,175.7712
37150,188.02026
37151,396.40228
37152,276.62183
37153,243.15347
37154,224.00227
37155,246.09839
37156,677.0838
37157,181.90166
37158,401.17267
37159,305.58844
37160,183.4168
37161,223.22011
37162,1044.5952
37163,178.30775
37164,200.04932
37165,527.6266
37166,171.69284
37167,346.0799
37168,96.7178
37169,178.5361
37170,146.51823
37171,244.34328
37172,146.92883
37173,189.52066
37174,393.33508
37175,201.22116
37176,152.51602
37177,261.6833
37178,187.23782
37179,265.00882
37180,263.41046
37181,274.16663
37182,391.45752
37183,1210.2875
37184,237.59059
37185,235.13217
37186,247.92624
37187,299.0116
37188,363.06735
37189,477.6045
37190,235.70192
37191,636.583
37192,192.3016
37193,387.3935
37194,155.70277
37195,140.99562
37196,151.47614
37197,267.6407
37198,635.2719
37199,373.9555
37200,126.71388
37201,126.67223
37202,108.5418
37203,257.91293
37204,280.50806
37205,229.15854
37206,253.3246
37207,381.2422
37208,310.5071
37209,268.06067
37210,215.13838
37211,632.01874
37212,714.8319
37213,445.4066
37214,476.79
37215,151.73431
37216,292.6093
37217,174.42984
37218,276.68683
37219,208.6157
37220,135.91661
37221,418.94247
37222,132.77014
37223,166.35059
37224,390.8728
37225,138.13031
37226,896.68176
37227,707.3651
37228,202.7489
37229,272.13724
37230,218.86389
37231,562.366
37232,221.39523
37233,277.0105
37234,126.40903
37235,248.60718
37236,131.1642
37237,178.012
37238,157.34639
37239,338.45053
37240,230.50214
37241,294.56985
37242,133.36102
37243,145.59004
37244,178.0867
37245,157.88293
37246,210.39961
37247,279.21646
37248,192.23405
37249,507.95636
37250,171.19676
37251,132.43141
37252,151.61601
37253,1397.616
37254,236.36414
37255,107.441376
37256,158.03233
37257,298.70163
37258,219.5585
37259,303.55975
37260,376.0899
37261,268.22018
37262,124.551796
37263,401.00433
37264,254.96497
37265,225.71596
37266,334.4707
37267,229.98224
37268,164.03125
37269,233.90918
37270,190.90729
37271,288.62878
37272,612.96655
37273,245.15817
37274,104.07071
37275,809.70294
37276,265.08392
37277,591.7893
37278,228.45065
37279,166.55276
37280,66.38619
37281,796.4133
37282,689.8755
37283,1042.162
37284,112.66216
37285,392.76724
37286,237.3967
37287,261.80908
37288,260.33423
37289,2171.4512
37290,142.20781
37291,150.28154
37292,159.25136
37293,132.68674
37294,156.37326
37295,365.19162
37296,142.83873
37297,398.04254
37298,147.02692
37299,255.44998
37300,173.23238
37301,175.33955
37302,297.91425
37303,107.76115
37304,483.44662
37305,306.71298
37306,288.56818
37307,293.07617
37308,205.7254
37309,363.2905
37310,157.728
37311,114.78977
37312,213.25073
37313,241.11569
37314,423.99274
37315,250.31189
37316,248.93208
37317,222.06944
37318,255.39337
37319,131.06543
37320,590.63885
37321,278.30203
37322,159.57216
37323,197.92232
37324,144.17108
37325,211.72456
37326,204.13367
37327,192.15935
37328,237.22556
37329,183.4007
37330,210.05576
37331,253.36996
37332,95.93872
37333,192.55534
37334,470.51526
37335,206.78195
37336,130.28035
37337,270.72803
37338,204.17749
37339,465.47394
37340,487.59622
37341,213.19598
37342,205.30147
37343,243.69893
37344,326.33798
37345,190.37381
37346,238.76106
37347,117.146225
37348,218.30571
37349,84.72158
37350,206.48868
37351,112.59866
37352,182.91386
37353,388.00012
37354,162.70264
37355,549.00323
37356,164.67567
37357,131.79453
37358,242.95819
37359,101.67831
37360,153.65323
37361,295.85138
37362,314.9864
37363,114.74516
37364,470.52045
37365,138.92757
37366,109.75201
37367,268.19437
37368,215.91791
37369,757.469
37370,1055.411
37371,90.782364
37372,145.45284
37373,477.41763
37374,233.1754
37375,236.25087
37376,166.01227
37377,529.9659
37378,285.33234
37379,191.40692
37380,109.79859
37381,127.35321
37382,226.83273
37383,271.64954
37384,436.54816
37385,115.56778
37386,234.5109
37387,429.92896
37388,187.558
37389,251.85806
37390,214.19485
37391,91.814415
37392,1170.3774
37393,189.27826
37394,592.52637
37395,145.75076
37396,339.62378
37397,152.4042
37398,124.41603
37399,191.45786
37400,159.20285
37401,128.9409
37402,193.34431
37403,349.4965
37404,192.44785
37405,296.47583
37406,523.8423
37407,574.8015
37408,130.98119
37409,249.51984
37410,139.90082
37411,491.28464
37412,256.93784
37413,195.84148
37414,254.6343
37415,405.44135
37416,340.59613
37417,293.46866
37418,506.80948
37419,95.18002
37420,84.39651
37421,247.70378
37422,119.395996
37423,122.47463
37424,355.98087
37425,382.12103
37426,196.35632
37427,269.5707
37428,332.07913
37429,119.38434
37430,107.324265
37431,150.13367
37432,1216.98
37433,164.47214
37434,139.17914
37435,206.56616
37436,216.15015
37437,126.81343
37438,213.29886
37439,207.96861
37440,146.17046
37441,109.1475
37442,484.32938
37443,172.57645
37444,125.536934
37445,430.76773
37446,1308.7979
37447,142.37836
37448,163.44258
37449,218.31982
37450,133.3705
37451,141.44946
37452,247.362
37453,218.27151
37454,274.4046
37455,277.5268
37456,101.64664
37457,260.00085
37458,97.30254
37459,189.45972
37460,175.56892
37461,146.96
37462,239.95773
37463,105.48961
37464,121.75918
37465,155.92381
37466,255.25587
37467,433.2125
37468,191.70746
37469,114.196434
37470,215.69864
37471,99.48387
37472,115.04873
37473,161.53499
37474,259.8687
37475,607.88196
37476,450.66135
37477,240.67807
37478,159.15083
37479,164.70325
37480,464.9424
37481,403.77087
37482,201.52107
37483,213.63173
37484,117.771126
37485,215.93208
37486,595.2041
37487,625.6046
37488,165.05879
37489,405.89743
37490,400.32553
37491,153.57074
37492,442.5684
37493,149.04337
37494,135.58992
37495,222.13338
37496,293.1407
37497,153.869
37498,336.66003
37499,134.50557
37500,276.94952
37501,217.53032
37502,191.8653
37503,141.9468
37504,124.55155
37505,188.15091
37506,222.62015
37507,556.4742
37508,309.25345
37509,206.31522
37510,419.61203
37511,359.97897
37512,408.07983
37513,189.87439
37514,463.57825
37515,212.90437
37516,127.04572
37517,239.40067
37518,138.50479
37519,476.09406
37520,366.17322
37521,906.6884
37522,159.81544
37523,347.8962
37524,261.29126
37525,168.1083
37526,180.67035
37527,208.03947
37528,177.88391
37529,106.01713
37530,150.59639
37531,157.6627
37532,193.51639
37533,156.68657
37534,138.66885
37535,283.17587
37536,216.5141
37537,189.47025
37538,257.46506
37539,383.86984
37540,140.81598
37541,171.13043
37542,147.19069
37543,150.81955
37544,119.79559
37545,259.39038
37546,357.91882
37547,156.77005
37548,292.492
37549,95.54233
37550,144.18852
37551,221.69809
37552,358.1717
37553,169.05368
37554,173.50758
37555,186.9508
37556,161.33864
37557,412.38358
37558,639.5279
37559,119.94677
37560,181.46957
37561,341.15643
37562,152.61809
37563,246.57747
37564,169.33511
37565,212.50421
37566,496.2866
37567,944.65894
37568,876.86304
37569,109.599014
37570,355.5141
37571,160.58257
37572,204.69109
37573,141.46753
37574,457.66046
37575,250.38116
37576,436.1986
37577,590.64166
37578,219.64119
37579,217.97174
37580,341.31473
37581,108.0127
37582,200.44824
37583,152.33662
37584,305.21765
37585,179.7794
37586,109.554565
37587,98.30998
37588,182.24333
37589,145.24382
37590,368.30594
37591,139.41864
37592,253.49577
37593,171.54147
37594,236.23164
37595,136.53024
37596,213.92494
37597,148.69063
37598,184.52875
37599,180.04425
37600,251.75536
37601,136.92462
37602,134.20538
37603,146.93066
37604,537.0867
37605,109.33827
37606,173.23288
37607,140.29474
37608,169.18355
37609,161.34265
37610,154.05736
37611,125.15906
37612,198.74573
37613,417.33398
37614,488.39413
37615,279.85095
37616,810.0235
37617,160.98132
37618,158.38025
37619,300.84546
37620,144.31555
37621,156.39316
37622,239.43207
37623,289.9274
37624,909.3064
37625,666.7086
37626,112.95744
37627,112.831604
37628,132.04431
37629,234.07367
37630,268.83463
37631,149.46443
37632,412.8439
37633,575.8595
37634,424.40836
37635,931.0008
37636,117.43406
37637,504.71613
37638,129.7729
37639,351.5429
37640,164.30132
37641,155.2387
37642,137.70596
37643,102.29889
37644,582.6421
37645,144.98499
37646,414.80295
37647,507.30322
37648,333.6549
37649,94.42372
37650,140.99637
37651,225.55753
37652,339.55298
37653,128.89041
37654,210.32513
37655,351.96393
37656,221.48476
37657,196.71301
37658,102.948456
37659,120.33275
37660,134.00574
37661,150.2959
37662,274.19116
37663,181.57881
37664,205.71811
37665,355.73636
37666,236.83432
37667,153.13177
37668,201.77124
37669,169.70908
37670,121.26682
37671,189.84508
37672,351.3589
37673,156.11293
37674,178.57454
37675,198.03798
37676,223.24416
37677,231.76389
37678,269.54477
37679,603.2799
37680,236.24341
37681,190.56052
37682,169.8576
37683,251.99677
37684,236.42198
37685,466.95325
37686,276.0505
37687,164.63017
37688,338.00488
37689,123.648895
37690,246.1157
37691,186.77846
37692,149.27356
37693,135.65141
37694,279.25656
37695,243.38538
37696,203.07784
37697,370.02637
37698,245.31738
37699,451.80426
37700,133.5361
37701,155.82716
37702,175.33038
37703,219.83275
37704,542.799
37705,149.54007
37706,326.28586
37707,154.44194
37708,195.961
37709,139.52715
37710,152.54721
37711,129.97316
37712,168.9701
37713,160.33858
37714,131.82562
37715,501.4836
37716,341.24634
37717,145.49614
37718,355.8946
37719,221.93195
37720,190.00731
37721,175.45244
37722,226.23233
37723,354.1196
37724,281.4984
37725,351.18372
37726,456.5606
37727,129.80345
37728,172.09995
37729,111.349
37730,256.0098
37731,135.19897
37732,131.26212
37733,295.785
37734,197.95628
37735,392.52734
37736,135.29707
37737,442.1669
37738,269.4024
37739,213.19179
37740,247.27377
37741,166.03688
37742,141.41394
37743,458.9248
37744,420.09528
37745,80.00716
37746,203.6322
37747,100.58626
37748,218.96468
37749,211.50102
37750,330.8698
37751,153.55164
37752,139.87099
37753,191.09937
37754,213.67502
37755,125.1184
37756,232.9302
37757,271.04617
37758,190.44955
37759,313.34967
37760,289.41776
37761,135.63336
37762,479.0094
37763,587.3341
37764,366.8207
37765,324.72165
37766,110.942795
37767,149.36172
37768,180.0906
37769,257.58005
37770,132.0594
37771,240.04576
37772,481.7135
37773,132.83572
37774,796.1867
37775,110.50159
37776,151.61798
37777,114.48997
37778,149.86674
37779,170.17091
37780,198.51118
37781,128.53186
37782,258.39575
37783,213.7044
37784,502.85263
37785,107.133316
37786,294.59396
37787,901.0275
37788,59.967216
37789,112.72121
37790,183.02414
37791,338.31506
37792,395.552
37793,466.9412
37794,291.53424
37795,257.02997
37796,1242.6387
37797,142.44066
37798,134.28098
37799,288.92102
37800,201.25732
37801,264.8304
37802,165.57173
37803,86.45932
37804,198.10243
37805,272.9939
37806,302.25104
37807,130.86388
37808,196.38182
37809,200.68372
37810,230.54619
37811,195.54884
37812,229.01295
37813,223.704
37814,327.49695
37815,128.65416
37816,145.55057
37817,360.35648
37818,218.19113
37819,490.64072
37820,200.49011
37821,311.8531
37822,100.76686
37823,177.7757
37824,520.98926
37825,158.86464
37826,77.26659
37827,167.06888
37828,156.88347
37829,209.23462
37830,155.63576
37831,111.65741
37832,851.6809
37833,444.35498
37834,591.5183
37835,150.402
37836,163.18372
37837,412.96033
37838,312.61978
37839,125.75059
37840,189.182
37841,103.351265
37842,86.29736
37843,163.99695
37844,331.3728
37845,303.10278
37846,195.24805
37847,182.08438
37848,154.91994
37849,219.09361
37850,169.03535
37851,115.37973
37852,445.07187
37853,120.46288
37854,137.8887
37855,292.27
37856,111.66992
37857,104.56194
37858,220.24919
37859,152.58484
37860,303.36334
37861,224.92255
37862,356.8294
37863,357.442
37864,268.62885
37865,349.50803
37866,1146.9154
37867,212.07176
37868,390.5254
37869,149.14355
37870,352.75012
37871,170.23328
37872,332.0418
37873,170.81602
37874,637.84326
37875,839.22107
37876,92.280594
37877,263.28104
37878,260.45987
37879,151.65538
37880,119.79323
37881,209.49713
37882,247.85182
37883,215.01382
37884,103.826744
37885,235.76785
37886,585.47595
37887,310.6322
37888,233.52719
37889,409.04456
37890,316.5252
37891,255.08156
37892,166.25685
37893,191.86235
37894,147.91391
37895,813.53015
37896,291.15826
37897,216.9622
37898,473.10303
37899,220.64655
37900,348.87698
37901,571.1395
37902,219.48679
37903,311.16644
37904,600.2826
37905,218.54312
37906,94.15028
37907,219.41837
37908,280.7819
37909,193.96025
37910,175.93463
37911,338.3395
37912,418.83255
37913,238.62871
37914,117.12719
37915,302.7228
37916,159.79788
37917,79.70296
37918,552.8216
37919,172.26501
37920,286.73193
37921,190.5162
37922,152.61136
37923,110.16745
37924,373.45166
37925,91.62523
37926,203.23224
37927,178.92844
37928,272.25867
37929,255.82016
37930,407.97003
37931,190.8265
37932,215.41838
37933,658.6002
37934,113.64139
37935,216.77417
37936,190.31468
37937,242.36726
37938,220.26596
37939,141.61624
37940,215.85812
37941,302.34592
37942,200.95789
37943,1405.1282
37944,156.55362
37945,412.47623
37946,260.6523
